scenario,layout,formulation,aptamer_count,active_aptamers,single_capture,best_zones,target_capture,false_capture_risk,damage_risk,useful_capture
1,rescue_24,polyT30_standard,24,20,0.27778,8,0.91643,0.52007,0.03114,0.67074
2,rescue_24,polyT30_standard,24,16,0.11111,16,0.80926,0.66689,0.04665,0.53060
3,rescue_24,polyT30_standard,24,19,0.22222,13,0.94601,0.30342,0.02252,0.79617
4,rescue_24,polyT30_standard,24,14,0.16667,12,0.87905,0.58917,0.06156,0.60673
5,rescue_24,polyT30_standard,24,20,0.33333,8,0.94393,0.23609,0.04142,0.82043
6,rescue_24,polyT30_standard,24,19,0.27778,8,0.89212,0.50123,0.03498,0.66036
7,rescue_24,polyT30_standard,24,17,0.22222,11,0.91241,0.47125,0.01248,0.69437
8,rescue_24,polyT30_standard,24,13,0.16667,12,0.85337,0.65380,0.02449,0.56948
9,rescue_24,polyT30_standard,24,17,0.33333,7,0.91553,0.36122,0.01326,0.74670
10,rescue_24,polyT30_standard,24,18,0.22222,12,0.91457,0.32828,0.01897,0.75938
11,rescue_24,polyT30_standard,24,23,0.16667,12,0.86607,0.57500,0.06565,0.60290
12,rescue_24,polyT30_standard,24,16,0.16667,13,0.84987,0.57170,0.07525,0.59095
13,rescue_24,polyT30_standard,24,16,0.16667,12,0.86360,0.67253,0.05772,0.56162
14,rescue_24,polyT30_standard,24,12,0.16667,15,0.89099,0.36186,0.08316,0.70854
15,rescue_24,polyT30_standard,24,18,0.11111,16,0.78107,0.58184,0.05252,0.54366
16,rescue_24,polyT30_standard,24,23,0.27778,8,0.91597,0.41188,0.04199,0.71665
17,rescue_24,polyT30_standard,24,21,0.27778,8,0.90527,0.44818,0.01945,0.69762
18,rescue_24,polyT30_standard,24,20,0.33333,9,0.95797,0.18967,0.05179,0.85141
19,rescue_24,polyT30_standard,24,22,0.22222,9,0.85554,0.54094,0.01941,0.61990
20,rescue_24,polyT30_standard,24,13,0.27778,12,0.97070,0.17867,0.01233,0.88017
21,rescue_24,polyT30_standard,24,16,0.50000,5,0.95807,0.21422,0.01498,0.85096
22,rescue_24,polyT30_standard,24,23,0.22222,10,0.90418,0.50191,0.03257,0.66956
23,rescue_24,polyT30_standard,24,13,0.27778,10,0.95361,0.23742,0.03648,0.82967
24,rescue_24,polyT30_standard,24,15,0.33333,7,0.93586,0.29845,0.02762,0.78850
25,rescue_24,polyT30_standard,24,20,0.27778,7,0.88585,0.49177,0.04642,0.65718
26,rescue_24,polyT30_standard,24,12,0.27778,12,0.97152,0.15644,0.03551,0.88440
27,rescue_24,polyT30_standard,24,20,0.22222,10,0.88002,0.54393,0.02129,0.63591
28,rescue_24,polyT30_standard,24,20,0.16667,12,0.85891,0.62568,0.02717,0.58460
29,rescue_24,polyT30_standard,24,17,0.16667,12,0.84682,0.67709,0.06259,0.54787
30,rescue_24,polyT30_standard,24,22,0.27778,8,0.89987,0.45177,0.05253,0.68380
31,rescue_24,polyT30_standard,24,15,0.16667,16,0.89631,0.31694,0.02396,0.74794
32,rescue_24,polyT30_standard,24,13,0.16667,14,0.86613,0.50223,0.06266,0.63441
33,rescue_24,polyT30_standard,24,17,0.05556,16,0.56560,0.66110,0.03937,0.37342
34,rescue_24,polyT30_standard,24,15,0.27778,11,0.95045,0.22905,0.04273,0.82901
35,rescue_24,polyT30_standard,24,22,0.22222,9,0.87436,0.52646,0.05127,0.63265
36,rescue_24,polyT30_standard,24,19,0.05556,16,0.55542,0.63190,0.05149,0.37309
1,hybrid_24,polyT30_standard,24,23,0.50000,4,0.93307,0.30723,0.01993,0.78423
2,hybrid_24,polyT30_standard,24,16,0.22222,10,0.90098,0.49695,0.03216,0.66949
3,hybrid_24,polyT30_standard,24,22,0.27778,11,0.96108,0.26357,0.01973,0.82867
4,hybrid_24,polyT30_standard,24,13,0.27778,8,0.92124,0.44736,0.04552,0.70378
5,hybrid_24,polyT30_standard,24,20,0.22222,12,0.92133,0.33233,0.05606,0.75317
6,hybrid_24,polyT30_standard,24,21,0.22222,9,0.85113,0.54277,0.03810,0.61188
7,hybrid_24,polyT30_standard,24,19,0.05556,16,0.53690,0.60422,0.01690,0.37248
8,hybrid_24,polyT30_standard,24,15,0.16667,12,0.85337,0.65380,0.02449,0.56948
9,hybrid_24,polyT30_standard,24,14,0.00000,1,0.00000,0.06202,0.00533,0.00000
10,hybrid_24,polyT30_standard,24,21,0.33333,9,0.95526,0.25802,0.01520,0.82759
11,hybrid_24,polyT30_standard,24,21,0.16667,12,0.86607,0.57500,0.06565,0.60290
12,hybrid_24,polyT30_standard,24,12,0.27778,8,0.89556,0.40655,0.05236,0.70044
13,hybrid_24,polyT30_standard,24,17,0.16667,12,0.86360,0.67253,0.05772,0.56162
14,hybrid_24,polyT30_standard,24,14,0.16667,15,0.89099,0.36186,0.08316,0.70854
15,hybrid_24,polyT30_standard,24,18,0.11111,16,0.78107,0.58184,0.05252,0.54366
16,hybrid_24,polyT30_standard,24,23,0.11111,16,0.81965,0.65412,0.07142,0.53779
17,hybrid_24,polyT30_standard,24,20,0.16667,13,0.86807,0.61944,0.02817,0.59330
18,hybrid_24,polyT30_standard,24,21,0.22222,13,0.93220,0.26198,0.06845,0.79068
19,hybrid_24,polyT30_standard,24,20,0.11111,16,0.76317,0.74946,0.03057,0.47208
20,hybrid_24,polyT30_standard,24,16,0.27778,12,0.97070,0.17867,0.01233,0.88017
21,hybrid_24,polyT30_standard,24,14,0.33333,8,0.94165,0.32005,0.02054,0.78528
22,hybrid_24,polyT30_standard,24,22,0.16667,13,0.88571,0.59588,0.03994,0.61313
23,hybrid_24,polyT30_standard,24,16,0.22222,13,0.95183,0.29698,0.04471,0.79781
24,hybrid_24,polyT30_standard,24,13,0.16667,13,0.89313,0.48227,0.04383,0.66737
25,hybrid_24,polyT30_standard,24,19,0.00000,1,0.00000,0.09216,0.01883,0.00000
26,hybrid_24,polyT30_standard,24,12,0.27778,12,0.97152,0.15644,0.03551,0.88440
27,hybrid_24,polyT30_standard,24,24,0.16667,12,0.83331,0.61020,0.02453,0.57409
28,hybrid_24,polyT30_standard,24,17,0.11111,16,0.80394,0.73023,0.03429,0.50428
29,hybrid_24,polyT30_standard,24,15,0.27778,7,0.87500,0.48283,0.04217,0.65396
30,hybrid_24,polyT30_standard,24,19,0.44444,5,0.93343,0.31317,0.03848,0.77666
31,hybrid_24,polyT30_standard,24,12,0.11111,16,0.77092,0.31694,0.02396,0.64331
32,hybrid_24,polyT30_standard,24,15,0.00000,1,0.00000,0.04861,0.01511,0.00000
33,hybrid_24,polyT30_standard,24,22,0.16667,13,0.88816,0.58487,0.03326,0.62112
34,hybrid_24,polyT30_standard,24,15,0.27778,11,0.95045,0.22905,0.04273,0.82901
35,hybrid_24,polyT30_standard,24,21,0.16667,12,0.85794,0.63090,0.06367,0.57422
36,hybrid_24,polyT30_standard,24,20,0.11111,16,0.81077,0.63190,0.05149,0.54461
1,broad_grid_20,polyT30_standard,20,18,0.38889,6,0.94197,0.36570,0.02555,0.76284
2,broad_grid_20,polyT30_standard,20,14,0.16667,13,0.88119,0.52288,0.03943,0.64183
3,broad_grid_20,polyT30_standard,20,16,0.11111,16,0.80834,0.30925,0.02668,0.67697
4,broad_grid_20,polyT30_standard,20,13,0.33333,7,0.93782,0.34931,0.04147,0.76279
5,broad_grid_20,polyT30_standard,20,17,0.11111,16,0.78066,0.36082,0.07047,0.62404
6,broad_grid_20,polyT30_standard,20,17,0.22222,10,0.87425,0.51288,0.04121,0.64068
7,broad_grid_20,polyT30_standard,20,17,0.22222,11,0.91241,0.41048,0.01248,0.72198
8,broad_grid_20,polyT30_standard,20,12,0.16667,13,0.87204,0.61342,0.02610,0.59905
9,broad_grid_20,polyT30_standard,20,14,0.16667,14,0.85967,0.52429,0.02244,0.62933
10,broad_grid_20,polyT30_standard,20,19,0.22222,13,0.92711,0.30109,0.02022,0.78196
11,broad_grid_20,polyT30_standard,20,18,0.16667,13,0.88486,0.53597,0.06987,0.63189
12,broad_grid_20,polyT30_standard,20,12,0.16667,13,0.84987,0.50476,0.07525,0.61865
13,broad_grid_20,polyT30_standard,20,12,0.16667,12,0.86360,0.60265,0.05772,0.59118
14,broad_grid_20,polyT30_standard,20,11,0.11111,16,0.78011,0.32853,0.08757,0.63198
15,broad_grid_20,polyT30_standard,20,12,0.22222,11,0.90631,0.39178,0.03897,0.71883
16,broad_grid_20,polyT30_standard,20,15,0.16667,13,0.88807,0.51071,0.06049,0.64730
17,broad_grid_20,polyT30_standard,20,19,0.16667,13,0.86807,0.55068,0.02817,0.62285
18,broad_grid_20,polyT30_standard,20,13,0.33333,10,0.96866,0.17663,0.05598,0.86581
19,broad_grid_20,polyT30_standard,20,18,0.33333,7,0.91789,0.39403,0.01621,0.73287
20,broad_grid_20,polyT30_standard,20,15,0.27778,13,0.97741,0.16260,0.01315,0.89382
21,broad_grid_20,polyT30_standard,20,13,0.38889,7,0.95315,0.24431,0.01869,0.83125
22,broad_grid_20,polyT30_standard,20,12,0.11111,16,0.81607,0.60299,0.04724,0.56060
23,broad_grid_20,polyT30_standard,20,15,0.22222,13,0.95183,0.25396,0.04471,0.81797
24,broad_grid_20,polyT30_standard,20,12,0.22222,11,0.92784,0.37011,0.03846,0.74596
25,broad_grid_20,polyT30_standard,20,12,0.11111,16,0.81582,0.72156,0.08635,0.50573
26,broad_grid_20,polyT30_standard,20,11,0.33333,11,0.98317,0.12173,0.03318,0.91260
27,broad_grid_20,polyT30_standard,20,19,0.11111,16,0.76574,0.64649,0.03097,0.51260
28,broad_grid_20,polyT30_standard,20,15,0.16667,13,0.87765,0.58561,0.02896,0.61438
29,broad_grid_20,polyT30_standard,20,17,0.16667,12,0.84682,0.60719,0.06259,0.57681
30,broad_grid_20,polyT30_standard,20,18,0.27778,8,0.89987,0.39207,0.05253,0.71016
31,broad_grid_20,polyT30_standard,20,16,0.11111,16,0.77092,0.27168,0.02396,0.66062
32,broad_grid_20,polyT30_standard,20,13,0.00000,1,0.00000,0.04051,0.01511,0.00000
33,broad_grid_20,polyT30_standard,20,18,0.11111,16,0.81978,0.59202,0.03937,0.56917
34,broad_grid_20,polyT30_standard,20,16,0.22222,14,0.94101,0.24070,0.05164,0.81280
35,broad_grid_20,polyT30_standard,20,19,0.16667,12,0.85794,0.56164,0.06367,0.60326
36,broad_grid_20,polyT30_standard,20,17,0.05556,16,0.55542,0.56327,0.05149,0.39180
1,broad_grid_24,polyT30_standard,24,21,0.38889,6,0.94197,0.42339,0.02555,0.73592
2,broad_grid_24,polyT30_standard,24,15,0.11111,16,0.80926,0.66689,0.04665,0.53060
3,broad_grid_24,polyT30_standard,24,19,0.22222,13,0.94601,0.30342,0.02252,0.79617
4,broad_grid_24,polyT30_standard,24,16,0.16667,12,0.87905,0.58917,0.06156,0.60673
5,broad_grid_24,polyT30_standard,24,21,0.11111,16,0.78066,0.41644,0.07047,0.60286
6,broad_grid_24,polyT30_standard,24,22,0.22222,9,0.85113,0.54277,0.03810,0.61188
7,broad_grid_24,polyT30_standard,24,20,0.27778,9,0.92827,0.40630,0.01071,0.73692
8,broad_grid_24,polyT30_standard,24,15,0.11111,16,0.79559,0.75691,0.03092,0.48914
9,broad_grid_24,polyT30_standard,24,13,0.11111,16,0.75507,0.64100,0.02504,0.50857
10,broad_grid_24,polyT30_standard,24,21,0.27778,10,0.93512,0.28222,0.01646,0.79854
11,broad_grid_24,polyT30_standard,24,20,0.22222,10,0.90358,0.50985,0.05715,0.65977
12,broad_grid_24,polyT30_standard,24,14,0.27778,8,0.89556,0.40655,0.05236,0.70044
13,broad_grid_24,polyT30_standard,24,13,0.27778,7,0.88412,0.47859,0.03886,0.66341
14,broad_grid_24,polyT30_standard,24,11,0.11111,16,0.78011,0.38069,0.08757,0.61226
15,broad_grid_24,polyT30_standard,24,19,0.16667,13,0.86216,0.50757,0.04441,0.63336
16,broad_grid_24,polyT30_standard,24,22,0.16667,12,0.86927,0.54898,0.05682,0.61812
17,broad_grid_24,polyT30_standard,24,20,0.33333,7,0.92547,0.40561,0.01770,0.73321
18,broad_grid_24,polyT30_standard,24,19,0.11111,16,0.77738,0.31195,0.08075,0.63758
19,broad_grid_24,polyT30_standard,24,23,0.27778,8,0.89552,0.49946,0.01781,0.66769
20,broad_grid_24,polyT30_standard,24,16,0.33333,10,0.97575,0.15128,0.01070,0.89857
21,broad_grid_24,polyT30_standard,24,20,0.27778,9,0.92059,0.35206,0.02238,0.75259
22,broad_grid_24,polyT30_standard,24,22,0.11111,16,0.81607,0.67213,0.04724,0.53286
23,broad_grid_24,polyT30_standard,24,18,0.16667,16,0.93057,0.35188,0.05287,0.75265
24,broad_grid_24,polyT30_standard,24,15,0.33333,7,0.93586,0.29845,0.02762,0.78850
25,broad_grid_24,polyT30_standard,24,19,0.27778,7,0.88585,0.49177,0.04642,0.65718
26,broad_grid_24,polyT30_standard,24,21,0.33333,10,0.97637,0.13218,0.03085,0.90199
27,broad_grid_24,polyT30_standard,24,23,0.33333,7,0.91864,0.42281,0.01642,0.72027
28,broad_grid_24,polyT30_standard,24,19,0.11111,16,0.80394,0.73023,0.03429,0.50428
29,broad_grid_24,polyT30_standard,24,18,0.11111,16,0.78579,0.77846,0.07861,0.46673
30,broad_grid_24,polyT30_standard,24,20,0.44444,5,0.93343,0.31317,0.03848,0.77666
31,broad_grid_24,polyT30_standard,24,20,0.11111,16,0.77092,0.31694,0.02396,0.64331
32,broad_grid_24,polyT30_standard,24,13,0.27778,9,0.91762,0.36140,0.04465,0.74006
33,broad_grid_24,polyT30_standard,24,20,0.22222,10,0.90592,0.49149,0.02711,0.67681
34,broad_grid_24,polyT30_standard,24,18,0.22222,13,0.93077,0.26467,0.04868,0.79384
35,broad_grid_24,polyT30_standard,24,21,0.33333,7,0.92903,0.44089,0.04291,0.71335
36,broad_grid_24,polyT30_standard,24,17,0.05556,16,0.55542,0.63190,0.05149,0.37309
1,triple_ring_24,polyT30_standard,24,20,0.50000,4,0.93307,0.30723,0.01993,0.78423
2,triple_ring_24,polyT30_standard,24,17,0.22222,10,0.90098,0.49695,0.03216,0.66949
3,triple_ring_24,polyT30_standard,24,19,0.16667,16,0.92171,0.35918,0.02668,0.74912
4,triple_ring_24,polyT30_standard,24,16,0.16667,12,0.87905,0.58917,0.06156,0.60673
5,triple_ring_24,polyT30_standard,24,21,0.16667,15,0.89137,0.39646,0.06689,0.69794
6,triple_ring_24,polyT30_standard,24,23,0.05556,16,0.49616,0.75123,0.05966,0.30333
7,triple_ring_24,polyT30_standard,24,21,0.11111,16,0.79383,0.60422,0.01690,0.55073
8,triple_ring_24,polyT30_standard,24,16,0.27778,8,0.90738,0.50696,0.01802,0.67311
9,triple_ring_24,polyT30_standard,24,20,0.22222,10,0.87473,0.47285,0.01720,0.66390
10,triple_ring_24,polyT30_standard,24,17,0.27778,10,0.93512,0.28222,0.01646,0.79854
11,triple_ring_24,polyT30_standard,24,22,0.16667,12,0.86607,0.57500,0.06565,0.60290
12,triple_ring_24,polyT30_standard,24,15,0.05556,16,0.50528,0.64781,0.08871,0.33101
13,triple_ring_24,polyT30_standard,24,15,0.00000,1,0.00000,0.08883,0.01573,0.00000
14,triple_ring_24,polyT30_standard,24,10,0.11111,16,0.78011,0.38069,0.08757,0.61226
15,triple_ring_24,polyT30_standard,24,16,0.05556,16,0.52343,0.58184,0.05252,0.36433
16,triple_ring_24,polyT30_standard,24,22,0.11111,16,0.81965,0.65412,0.07142,0.53779
17,triple_ring_24,polyT30_standard,24,21,0.11111,16,0.78973,0.69550,0.03337,0.50909
18,triple_ring_24,polyT30_standard,24,19,0.38889,8,0.96865,0.17051,0.04758,0.87131
19,triple_ring_24,polyT30_standard,24,21,0.22222,9,0.85554,0.54094,0.01941,0.61990
20,triple_ring_24,polyT30_standard,24,14,0.22222,15,0.96430,0.21811,0.01478,0.85470
21,triple_ring_24,polyT30_standard,24,18,0.33333,8,0.94165,0.32005,0.02054,0.78528
22,triple_ring_24,polyT30_standard,24,22,0.11111,16,0.81607,0.67213,0.04724,0.53286
23,triple_ring_24,polyT30_standard,24,15,0.27778,10,0.95361,0.23742,0.03648,0.82967
24,triple_ring_24,polyT30_standard,24,9,0.27778,9,0.93972,0.36602,0.03305,0.75886
25,triple_ring_24,polyT30_standard,24,19,0.11111,16,0.81582,0.78712,0.08635,0.47980
26,triple_ring_24,polyT30_standard,24,15,0.27778,12,0.97152,0.15644,0.03551,0.88440
27,triple_ring_24,polyT30_standard,24,20,0.22222,10,0.88002,0.54393,0.02129,0.63591
28,triple_ring_24,polyT30_standard,24,18,0.16667,12,0.85891,0.62568,0.02717,0.58460
29,triple_ring_24,polyT30_standard,24,17,0.22222,9,0.86642,0.57163,0.05039,0.60787
30,triple_ring_24,polyT30_standard,24,21,0.27778,8,0.89987,0.45177,0.05253,0.68380
31,triple_ring_24,polyT30_standard,24,18,0.16667,16,0.89631,0.31694,0.02396,0.74794
32,triple_ring_24,polyT30_standard,24,14,0.00000,1,0.00000,0.04861,0.01511,0.00000
33,triple_ring_24,polyT30_standard,24,23,0.22222,10,0.90592,0.49149,0.02711,0.67681
34,triple_ring_24,polyT30_standard,24,20,0.38889,8,0.96809,0.17237,0.03373,0.87421
35,triple_ring_24,polyT30_standard,24,21,0.38889,6,0.93788,0.39247,0.03870,0.74363
36,triple_ring_24,polyT30_standard,24,19,0.16667,13,0.88220,0.55603,0.04354,0.62723
1,sunflower_20,polyT30_standard,20,20,0.44444,5,0.94204,0.31571,0.02274,0.78702
2,sunflower_20,polyT30_standard,20,18,0.16667,13,0.88119,0.52288,0.03943,0.64183
3,sunflower_20,polyT30_standard,20,16,0.05556,16,0.55271,0.30925,0.02668,0.46289
4,sunflower_20,polyT30_standard,20,14,0.05556,16,0.58287,0.62552,0.07732,0.38973
5,sunflower_20,polyT30_standard,20,19,0.16667,16,0.90315,0.36082,0.07047,0.72195
6,sunflower_20,polyT30_standard,20,15,0.00000,1,0.00000,0.06940,0.01287,0.00000
7,sunflower_20,polyT30_standard,20,16,0.33333,8,0.94742,0.31909,0.00982,0.79352
8,sunflower_20,polyT30_standard,20,13,0.11111,16,0.79559,0.68956,0.03092,0.51565
9,sunflower_20,polyT30_standard,20,13,0.22222,11,0.89350,0.44219,0.01852,0.69144
10,sunflower_20,polyT30_standard,20,16,0.27778,11,0.94787,0.26149,0.01771,0.81884
11,sunflower_20,polyT30_standard,20,16,0.27778,8,0.91425,0.37656,0.04857,0.72950
12,sunflower_20,polyT30_standard,20,8,0.05556,16,0.50528,0.57889,0.08871,0.34788
13,sunflower_20,polyT30_standard,20,11,0.05556,16,0.55572,0.70788,0.07254,0.34991
14,sunflower_20,polyT30_standard,20,10,0.11111,16,0.78011,0.32853,0.08757,0.63198
15,sunflower_20,polyT30_standard,20,16,0.16667,14,0.87802,0.46891,0.04712,0.66108
16,sunflower_20,polyT30_standard,20,17,0.05556,16,0.56545,0.58511,0.07142,0.39002
17,sunflower_20,polyT30_standard,20,16,0.22222,10,0.89170,0.45958,0.02295,0.68128
18,sunflower_20,polyT30_standard,20,12,0.22222,14,0.94239,0.23822,0.07257,0.80906
19,sunflower_20,polyT30_standard,20,20,0.05556,16,0.50515,0.68177,0.03057,0.32939
20,sunflower_20,polyT30_standard,20,11,0.38889,9,0.98327,0.11561,0.00988,0.92323
21,sunflower_20,polyT30_standard,20,13,0.22222,12,0.91730,0.38135,0.02790,0.73514
22,sunflower_20,polyT30_standard,20,17,0.16667,13,0.88571,0.52791,0.03994,0.64281
23,sunflower_20,polyT30_standard,20,9,0.05556,16,0.56852,0.30273,0.05287,0.47354
24,sunflower_20,polyT30_standard,20,12,0.16667,14,0.90898,0.44471,0.04650,0.69536
25,sunflower_20,polyT30_standard,20,16,0.22222,9,0.88066,0.51286,0.05544,0.64213
26,sunflower_20,polyT30_standard,20,14,0.27778,13,0.97815,0.14222,0.03783,0.89656
27,sunflower_20,polyT30_standard,20,19,0.33333,7,0.91864,0.36551,0.01642,0.74644
28,sunflower_20,polyT30_standard,20,14,0.11111,16,0.80394,0.66184,0.03429,0.53145
29,sunflower_20,polyT30_standard,20,13,0.05556,16,0.52836,0.71232,0.07861,0.33082
30,sunflower_20,polyT30_standard,20,20,0.27778,8,0.89987,0.39207,0.05253,0.71016
31,sunflower_20,polyT30_standard,20,10,0.05556,16,0.51299,0.27168,0.02396,0.43959
32,sunflower_20,polyT30_standard,20,13,0.05556,16,0.50610,0.48398,0.06976,0.37426
33,sunflower_20,polyT30_standard,20,16,0.16667,13,0.88816,0.51734,0.03326,0.65076
34,sunflower_20,polyT30_standard,20,16,0.27778,12,0.96020,0.21023,0.04571,0.84552
35,sunflower_20,polyT30_standard,20,20,0.44444,5,0.93861,0.29081,0.03448,0.79245
36,sunflower_20,polyT30_standard,20,19,0.11111,16,0.81077,0.56327,0.05149,0.57193
1,sunflower_24,polyT30_standard,24,23,0.38889,6,0.94197,0.42339,0.02555,0.73592
2,sunflower_24,polyT30_standard,24,17,0.16667,13,0.88119,0.59065,0.03943,0.61239
3,sunflower_24,polyT30_standard,24,20,0.27778,11,0.96108,0.26357,0.01973,0.82867
4,sunflower_24,polyT30_standard,24,14,0.27778,8,0.92124,0.44736,0.04552,0.70378
5,sunflower_24,polyT30_standard,24,18,0.11111,16,0.78066,0.41644,0.07047,0.60286
6,sunflower_24,polyT30_standard,24,19,0.11111,16,0.75410,0.75123,0.05966,0.46102
7,sunflower_24,polyT30_standard,24,16,0.27778,9,0.92827,0.40630,0.01071,0.73692
8,sunflower_24,polyT30_standard,24,13,0.22222,9,0.87109,0.54867,0.01964,0.62778
9,sunflower_24,polyT30_standard,24,17,0.11111,16,0.75507,0.64100,0.02504,0.50857
10,sunflower_24,polyT30_standard,24,22,0.38889,8,0.96663,0.23301,0.01394,0.84984
11,sunflower_24,polyT30_standard,24,20,0.16667,12,0.86607,0.57500,0.06565,0.60290
12,sunflower_24,polyT30_standard,24,10,0.16667,13,0.84987,0.57170,0.07525,0.59095
13,sunflower_24,polyT30_standard,24,12,0.22222,9,0.87841,0.56711,0.04645,0.61910
14,sunflower_24,polyT30_standard,24,12,0.11111,16,0.78011,0.38069,0.08757,0.61226
15,sunflower_24,polyT30_standard,24,21,0.00000,1,0.00000,0.05303,0.01129,0.00000
16,sunflower_24,polyT30_standard,24,22,0.27778,8,0.91597,0.41188,0.04199,0.71665
17,sunflower_24,polyT30_standard,24,18,0.22222,10,0.89170,0.52439,0.02295,0.65261
18,sunflower_24,polyT30_standard,24,20,0.16667,16,0.90086,0.31195,0.08075,0.73886
19,sunflower_24,polyT30_standard,24,23,0.16667,12,0.83156,0.64588,0.02421,0.55825
20,sunflower_24,polyT30_standard,24,18,0.22222,15,0.96430,0.21811,0.01478,0.85470
21,sunflower_24,polyT30_standard,24,15,0.38889,7,0.95315,0.28646,0.01869,0.81129
22,sunflower_24,polyT30_standard,24,23,0.16667,13,0.88571,0.59588,0.03994,0.61313
23,sunflower_24,polyT30_standard,24,16,0.11111,16,0.82233,0.35188,0.05287,0.66511
24,sunflower_24,polyT30_standard,24,15,0.38889,6,0.94338,0.26201,0.02489,0.81265
25,sunflower_24,polyT30_standard,24,19,0.11111,16,0.81582,0.78712,0.08635,0.47980
26,sunflower_24,polyT30_standard,24,15,0.27778,12,0.97152,0.15644,0.03551,0.88440
27,sunflower_24,polyT30_standard,24,20,0.27778,8,0.89647,0.46639,0.01805,0.68308
28,sunflower_24,polyT30_standard,24,20,0.16667,12,0.85891,0.62568,0.02717,0.58460
29,sunflower_24,polyT30_standard,24,17,0.11111,16,0.78579,0.77846,0.07861,0.46673
30,sunflower_24,polyT30_standard,24,23,0.22222,10,0.88454,0.52826,0.06178,0.63683
31,sunflower_24,polyT30_standard,24,19,0.11111,16,0.77092,0.31694,0.02396,0.64331
32,sunflower_24,polyT30_standard,24,13,0.16667,14,0.86613,0.50223,0.06266,0.63441
33,sunflower_24,polyT30_standard,24,21,0.16667,13,0.88816,0.58487,0.03326,0.62112
34,sunflower_24,polyT30_standard,24,15,0.27778,11,0.95045,0.22905,0.04273,0.82901
35,sunflower_24,polyT30_standard,24,23,0.22222,9,0.87436,0.52646,0.05127,0.63265
36,sunflower_24,polyT30_standard,24,20,0.05556,16,0.55542,0.63190,0.05149,0.37309
1,four_patch_24,polyT30_standard,24,22,0.44444,5,0.94204,0.36797,0.02274,0.76260
2,four_patch_24,polyT30_standard,24,14,0.27778,8,0.91228,0.42285,0.02728,0.71254
3,four_patch_24,polyT30_standard,24,20,0.22222,13,0.94601,0.30342,0.02252,0.79617
4,four_patch_24,polyT30_standard,24,14,0.22222,9,0.88949,0.48685,0.04956,0.66130
5,four_patch_24,polyT30_standard,24,21,0.16667,15,0.89137,0.39646,0.06689,0.69794
6,four_patch_24,polyT30_standard,24,21,0.27778,8,0.89212,0.50123,0.03498,0.66036
7,four_patch_24,polyT30_standard,24,20,0.27778,9,0.92827,0.40630,0.01071,0.73692
8,four_patch_24,polyT30_standard,24,15,0.22222,9,0.87109,0.54867,0.01964,0.62778
9,four_patch_24,polyT30_standard,24,16,0.27778,9,0.91427,0.43799,0.01589,0.71008
10,four_patch_24,polyT30_standard,24,18,0.27778,10,0.93512,0.28222,0.01646,0.79854
11,four_patch_24,polyT30_standard,24,18,0.27778,8,0.91425,0.43472,0.04857,0.70336
12,four_patch_24,polyT30_standard,24,14,0.22222,10,0.87882,0.47913,0.06158,0.65388
13,four_patch_24,polyT30_standard,24,12,0.22222,9,0.87841,0.56711,0.04645,0.61910
14,four_patch_24,polyT30_standard,24,15,0.11111,16,0.78011,0.38069,0.08757,0.61226
15,four_patch_24,polyT30_standard,24,15,0.00000,1,0.00000,0.05303,0.01129,0.00000
16,four_patch_24,polyT30_standard,24,22,0.11111,16,0.81965,0.65412,0.07142,0.53779
17,four_patch_24,polyT30_standard,24,19,0.16667,13,0.86807,0.61944,0.02817,0.59330
18,four_patch_24,polyT30_standard,24,21,0.16667,16,0.90086,0.31195,0.08075,0.73886
19,four_patch_24,polyT30_standard,24,22,0.22222,9,0.85554,0.54094,0.01941,0.61990
20,four_patch_24,polyT30_standard,24,12,0.22222,15,0.96430,0.21811,0.01478,0.85470
21,four_patch_24,polyT30_standard,24,21,0.33333,8,0.94165,0.32005,0.02054,0.78528
22,four_patch_24,polyT30_standard,24,19,0.05556,16,0.56138,0.67213,0.04724,0.36656
23,four_patch_24,polyT30_standard,24,14,0.16667,16,0.93057,0.35188,0.05287,0.75265
24,four_patch_24,polyT30_standard,24,12,0.33333,7,0.93586,0.29845,0.02762,0.78850
25,four_patch_24,polyT30_standard,24,18,0.05556,16,0.56110,0.78712,0.08635,0.32999
26,four_patch_24,polyT30_standard,24,16,0.44444,8,0.98764,0.10722,0.02616,0.92613
27,four_patch_24,polyT30_standard,24,21,0.22222,10,0.88002,0.54393,0.02129,0.63591
28,four_patch_24,polyT30_standard,24,19,0.16667,12,0.85891,0.62568,0.02717,0.58460
29,four_patch_24,polyT30_standard,24,18,0.05556,16,0.52836,0.77846,0.07861,0.31383
30,four_patch_24,polyT30_standard,24,22,0.27778,8,0.89987,0.45177,0.05253,0.68380
31,four_patch_24,polyT30_standard,24,16,0.05556,16,0.51299,0.31694,0.02396,0.42807
32,four_patch_24,polyT30_standard,24,14,0.05556,16,0.50610,0.54945,0.06976,0.35810
33,four_patch_24,polyT30_standard,24,21,0.05556,16,0.56560,0.66110,0.03937,0.37342
34,four_patch_24,polyT30_standard,24,20,0.38889,8,0.96809,0.17237,0.03373,0.87421
35,four_patch_24,polyT30_standard,24,22,0.16667,12,0.85794,0.63090,0.06367,0.57422
36,four_patch_24,polyT30_standard,24,21,0.11111,16,0.81077,0.63190,0.05149,0.54461
